List of MCUs selection: 1617 items. Database version: Wed Jan 22 05:50:05 PST 2020,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Part No,Reference,Marketing Status,Unit Price for 10kU (US$),Board,Package,Flash,RAM,IO,Freq.
STM32G070CB,STM32G070CBTx,Active,0.754,,LQFP48,128 kBytes,36 kBytes,44,64 MHz
STM32G070KB,STM32G070KBTx,Active,0.707,,LQFP32,128 kBytes,36 kBytes,30,64 MHz
STM32G070RB,STM32G070RBTx,Active,0.785,NUCLEO-G070RB,LQFP64,128 kBytes,36 kBytes,60,64 MHz
STM32G071C6,STM32G071C6Tx,NA,NA,,LQFP48,32 kBytes,36 kBytes,44,64 MHz
STM32G071C6,STM32G071C6Ux,NA,NA,,UFQFPN48,32 kBytes,36 kBytes,44,64 MHz
STM32G071C8,STM32G071C8Tx,Active,1.087,,LQFP48,64 kBytes,36 kBytes,44,64 MHz
STM32G071C8,STM32G071C8Ux,Active,1.087,,UFQFPN48,64 kBytes,36 kBytes,44,64 MHz
STM32G071CB,STM32G071CBTx,Active,1.25,,LQFP48,128 kBytes,36 kBytes,44,64 MHz
STM32G071CB,STM32G071CBUx,Active,1.25,,UFQFPN48,128 kBytes,36 kBytes,44,64 MHz
STM32G071EB,STM32G071EBYx,Active,1.224,,WLCSP25,128 kBytes,36 kBytes,23,64 MHz
STM32G071G6,STM32G071G6Ux,NA,NA,,UFQFPN28,32 kBytes,36 kBytes,26,64 MHz
STM32G071G8,STM32G071G8Ux,Active,1.053,,UFQFPN28,64 kBytes,36 kBytes,26,64 MHz
STM32G071G8,STM32G071G8UxN,Active,1.053,,UFQFPN28,64 kBytes,36 kBytes,26,64 MHz
STM32G071GB,STM32G071GBUx,Active,1.21,,UFQFPN28,128 kBytes,36 kBytes,26,64 MHz
STM32G071GB,STM32G071GBUxN,Active,1.21,,UFQFPN28,128 kBytes,36 kBytes,26,64 MHz
STM32G071K6,STM32G071K6Tx,NA,NA,,LQFP32,32 kBytes,36 kBytes,30,64 MHz
STM32G071K6,STM32G071K6Ux,NA,NA,,UFQFPN32,32 kBytes,36 kBytes,30,64 MHz
STM32G071K8,STM32G071K8Tx,Active,1.064,,LQFP32,64 kBytes,36 kBytes,30,64 MHz
STM32G071K8,STM32G071K8TxN,NA,NA,,LQFP32,64 kBytes,36 kBytes,30,64 MHz
STM32G071K8,STM32G071K8Ux,Active,1.064,,UFQFPN32,64 kBytes,36 kBytes,30,64 MHz
STM32G071K8,STM32G071K8UxN,NA,NA,,UFQFPN32,64 kBytes,36 kBytes,30,64 MHz
STM32G071KB,STM32G071KBTx,Active,1.224,,LQFP32,128 kBytes,36 kBytes,30,64 MHz
STM32G071KB,STM32G071KBTxN,Active,1.224,,LQFP32,128 kBytes,36 kBytes,30,64 MHz
STM32G071KB,STM32G071KBUx,Active,1.224,,UFQFPN32,128 kBytes,36 kBytes,30,64 MHz
STM32G071KB,STM32G071KBUxN,Active,1.224,,UFQFPN32,128 kBytes,36 kBytes,30,64 MHz
STM32G071R6,STM32G071R6Tx,NA,NA,,LQFP64,32 kBytes,36 kBytes,60,64 MHz
STM32G071R8,STM32G071R8Tx,Active,1.296,,LQFP64,64 kBytes,36 kBytes,60,64 MHz
STM32G071RB,STM32G071RBIx,Active,1.49,,UFBGA64,128 kBytes,36 kBytes,60,64 MHz
STM32G071RB,STM32G071RBTx,Active,1.49,"STM32G071B-DISCO, NUCLEO-G071RB",LQFP64,128 kBytes,36 kBytes,60,64 MHz
STM32G081CB,STM32G081CBTx,Active,1.366,,LQFP48,128 kBytes,36 kBytes,44,64 MHz
STM32G081CB,STM32G081CBUx,Active,1.366,,UFQFPN48,128 kBytes,36 kBytes,44,64 MHz
STM32G081EB,STM32G081EBYx,Active,1.339,,WLCSP25,128 kBytes,36 kBytes,23,64 MHz
STM32G081GB,STM32G081GBUx,Active,1.326,,UFQFPN28,128 kBytes,36 kBytes,26,64 MHz
STM32G081GB,STM32G081GBUxN,NA,NA,,UFQFPN28,128 kBytes,36 kBytes,26,64 MHz
STM32G081KB,STM32G081KBTx,Active,1.339,,LQFP32,128 kBytes,36 kBytes,30,64 MHz
STM32G081KB,STM32G081KBTxN,NA,NA,,LQFP32,128 kBytes,36 kBytes,30,64 MHz
STM32G081KB,STM32G081KBUx,Active,1.339,,UFQFPN32,128 kBytes,36 kBytes,30,64 MHz
STM32G081KB,STM32G081KBUxN,NA,NA,,UFQFPN32,128 kBytes,36 kBytes,30,64 MHz
STM32G081RB,STM32G081RBIx,Active,1.606,,UFBGA64,128 kBytes,36 kBytes,60,64 MHz
STM32G081RB,STM32G081RBTx,Active,1.606,STM32G081B-EVAL,LQFP64,128 kBytes,36 kBytes,60,64 MHz
STM32G431C6,STM32G431C6Tx,Active,1.903,,LQFP48,32 kBytes,32 kBytes,38,170 MHz
STM32G431C6,STM32G431C6Ux,NA,NA,,UFQFPN48,32 kBytes,32 kBytes,42,170 MHz
STM32G431C8,STM32G431C8Tx,Active,1.95,,LQFP48,64 kBytes,32 kBytes,38,170 MHz
STM32G431C8,STM32G431C8Ux,Active,1.95,,UFQFPN48,64 kBytes,32 kBytes,42,170 MHz
STM32G431CB,STM32G431CBTx,Evaluation,2.135,,LQFP48,128 kBytes,32 kBytes,38,170 MHz
STM32G431CB,STM32G431CBUx,Evaluation,2.135,,UFQFPN48,128 kBytes,32 kBytes,42,170 MHz
STM32G431CB,STM32G431CBYx,Evaluation,2.135,,WLCSP49,128 kBytes,32 kBytes,41,170 MHz
STM32G431K6,STM32G431K6Tx,NA,NA,,LQFP32,32 kBytes,32 kBytes,26,170 MHz
STM32G431K6,STM32G431K6Ux,Active,1.695,,UFQFPN32,32 kBytes,32 kBytes,26,170 MHz
STM32G431K8,STM32G431K8Tx,Active,1.88,,LQFP32,64 kBytes,32 kBytes,26,170 MHz
STM32G431K8,STM32G431K8Ux,NA,NA,,UFQFPN32,64 kBytes,32 kBytes,26,170 MHz
STM32G431KB,STM32G431KBTx,Active,1.996,NUCLEO-G431KB,LQFP32,128 kBytes,32 kBytes,26,170 MHz
STM32G431KB,STM32G431KBUx,Active,1.996,,UFQFPN32,128 kBytes,32 kBytes,26,170 MHz
STM32G431M6,STM32G431M6Tx,NA,NA,,LQFP80,32 kBytes,32 kBytes,66,170 MHz
STM32G431M8,STM32G431M8Tx,NA,NA,,LQFP80,64 kBytes,32 kBytes,66,170 MHz
STM32G431MB,STM32G431MBTx,NA,NA,,LQFP80,128 kBytes,32 kBytes,66,170 MHz
STM32G431R6,STM32G431R6Ix,NA,NA,,UFBGA64,32 kBytes,32 kBytes,52,170 MHz
STM32G431R6,STM32G431R6Tx,Active,2.088,,LQFP64,32 kBytes,32 kBytes,52,170 MHz
STM32G431R8,STM32G431R8Ix,NA,NA,,UFBGA64,64 kBytes,32 kBytes,52,170 MHz
STM32G431R8,STM32G431R8Tx,Active,2.204,,LQFP64,64 kBytes,32 kBytes,52,170 MHz
STM32G431RB,STM32G431RBIx,Active,2.389,,UFBGA64,128 kBytes,32 kBytes,52,170 MHz
STM32G431RB,STM32G431RBTx,Active,2.389,NUCLEO-G431RB,LQFP64,128 kBytes,32 kBytes,52,170 MHz
STM32G431V6,STM32G431V6Tx,Active,2.459,,LQFP100,32 kBytes,32 kBytes,86,170 MHz
STM32G431V8,STM32G431V8Tx,Active,2.574,,LQFP100,64 kBytes,32 kBytes,86,170 MHz
STM32G431VB,STM32G431VBTx,Proposal,2.76,,LQFP100,128 kBytes,32 kBytes,86,170 MHz
STM32G441CB,STM32G441CBTx,Proposal,2.25,,LQFP48,128 kBytes,32 kBytes,38,170 MHz
STM32G441CB,STM32G441CBUx,Proposal,2.25,,UFQFPN48,128 kBytes,32 kBytes,42,170 MHz
STM32G441CB,STM32G441CBYx,NA,NA,,WLCSP49,128 kBytes,32 kBytes,41,170 MHz
STM32G441KB,STM32G441KBTx,Proposal,2.112,,LQFP32,128 kBytes,32 kBytes,26,170 MHz
STM32G441KB,STM32G441KBUx,Proposal,2.112,,UFQFPN32,128 kBytes,32 kBytes,26,170 MHz
STM32G441MB,STM32G441MBTx,NA,NA,,LQFP80,128 kBytes,32 kBytes,66,170 MHz
STM32G441RB,STM32G441RBIx,NA,NA,,UFBGA64,128 kBytes,32 kBytes,52,170 MHz
STM32G441RB,STM32G441RBTx,Proposal,2.505,,LQFP64,128 kBytes,32 kBytes,52,170 MHz
STM32G441VB,STM32G441VBTx,Proposal,2.875,,LQFP100,128 kBytes,32 kBytes,86,170 MHz
STM32G471CC,STM32G471CCTx,NA,NA,,LQFP48,256 kBytes,128 kBytes,38,170 MHz
STM32G471CC,STM32G471CCUx,NA,NA,,UFQFPN48,256 kBytes,128 kBytes,42,170 MHz
STM32G471CE,STM32G471CETx,NA,NA,,LQFP48,512 kBytes,128 kBytes,38,170 MHz
STM32G471CE,STM32G471CEUx,NA,NA,,UFQFPN48,512 kBytes,128 kBytes,42,170 MHz
STM32G471MC,STM32G471MCTx,NA,NA,,LQFP80,256 kBytes,128 kBytes,66,170 MHz
STM32G471ME,STM32G471METx,NA,NA,,LQFP80,512 kBytes,128 kBytes,66,170 MHz
STM32G471ME,STM32G471MEYx,NA,NA,,WLCSP81,512 kBytes,128 kBytes,67,170 MHz
STM32G471QC,STM32G471QCTx,NA,NA,,LQFP128,256 kBytes,128 kBytes,107,170 MHz
STM32G471QE,STM32G471QETx,NA,NA,,LQFP128,512 kBytes,128 kBytes,107,170 MHz
STM32G471RC,STM32G471RCTx,NA,NA,,LQFP64,256 kBytes,128 kBytes,52,170 MHz
STM32G471RE,STM32G471RETx,NA,NA,,LQFP64,512 kBytes,128 kBytes,52,170 MHz
STM32G471VC,STM32G471VCHx,NA,NA,,TFBGA100,256 kBytes,128 kBytes,86,170 MHz
STM32G471VC,STM32G471VCIx,NA,NA,,UFBGA100,256 kBytes,128 kBytes,86,170 MHz
STM32G471VC,STM32G471VCTx,NA,NA,,LQFP100,256 kBytes,128 kBytes,86,170 MHz
STM32G471VE,STM32G471VEHx,NA,NA,,TFBGA100,512 kBytes,128 kBytes,86,170 MHz
STM32G471VE,STM32G471VEIx,NA,NA,,UFBGA100,512 kBytes,128 kBytes,86,170 MHz
STM32G471VE,STM32G471VETx,NA,NA,,LQFP100,512 kBytes,128 kBytes,86,170 MHz
STM32G473CB,STM32G473CBTx,NA,NA,,LQFP48,128 kBytes,128 kBytes,38,170 MHz
STM32G473CB,STM32G473CBUx,Active,2.465,,UFQFPN48,128 kBytes,128 kBytes,42,170 MHz
STM32G473CC,STM32G473CCTx,NA,NA,,LQFP48,256 kBytes,128 kBytes,38,170 MHz
STM32G473CC,STM32G473CCUx,Active,2.789,,UFQFPN48,256 kBytes,128 kBytes,42,170 MHz
STM32G473CE,STM32G473CETx,Proposal,3.345,,LQFP48,512 kBytes,128 kBytes,38,170 MHz
STM32G473CE,STM32G473CEUx,Proposal,3.345,,UFQFPN48,512 kBytes,128 kBytes,42,170 MHz
STM32G473MB,STM32G473MBTx,NA,NA,,LQFP80,128 kBytes,128 kBytes,66,170 MHz
STM32G473MC,STM32G473MCTx,NA,NA,,LQFP80,256 kBytes,128 kBytes,66,170 MHz
STM32G473ME,STM32G473METx,NA,NA,,LQFP80,512 kBytes,128 kBytes,66,170 MHz
STM32G473ME,STM32G473MEYx,NA,NA,,WLCSP81,512 kBytes,128 kBytes,67,170 MHz
STM32G473QB,STM32G473QBTx,Active,3.553,,LQFP128,128 kBytes,128 kBytes,107,170 MHz
STM32G473QC,STM32G473QCTx,Active,3.877,,LQFP128,256 kBytes,128 kBytes,107,170 MHz
STM32G473QE,STM32G473QETx,Active,4.433,,LQFP128,512 kBytes,128 kBytes,107,170 MHz
STM32G473RB,STM32G473RBTx,Active,2.72,,LQFP64,128 kBytes,128 kBytes,52,170 MHz
STM32G473RC,STM32G473RCTx,Active,3.044,,LQFP64,256 kBytes,128 kBytes,52,170 MHz
STM32G473RE,STM32G473RETx,Proposal,3.599,,LQFP64,512 kBytes,128 kBytes,52,170 MHz
STM32G473VB,STM32G473VBHx,Active,3.09,,TFBGA100,128 kBytes,128 kBytes,86,170 MHz
STM32G473VB,STM32G473VBIx,NA,NA,,UFBGA100,128 kBytes,128 kBytes,86,170 MHz
STM32G473VB,STM32G473VBTx,Active,3.09,,LQFP100,128 kBytes,128 kBytes,86,170 MHz
STM32G473VC,STM32G473VCHx,Active,3.414,,TFBGA100,256 kBytes,128 kBytes,86,170 MHz
STM32G473VC,STM32G473VCIx,Active,3.414,,UFBGA100,256 kBytes,128 kBytes,86,170 MHz
STM32G473VC,STM32G473VCTx,Active,3.414,,LQFP100,256 kBytes,128 kBytes,86,170 MHz
STM32G473VE,STM32G473VEHx,Active,3.97,,TFBGA100,512 kBytes,128 kBytes,86,170 MHz
STM32G473VE,STM32G473VEIx,NA,NA,,UFBGA100,512 kBytes,128 kBytes,86,170 MHz
STM32G473VE,STM32G473VETx,Active,3.97,,LQFP100,512 kBytes,128 kBytes,86,170 MHz
STM32G474CB,STM32G474CBTx,Active,2.576,,LQFP48,128 kBytes,128 kBytes,38,170 MHz
STM32G474CB,STM32G474CBUx,Active,2.576,,UFQFPN48,128 kBytes,128 kBytes,42,170 MHz
STM32G474CC,STM32G474CCTx,NA,NA,,LQFP48,256 kBytes,128 kBytes,38,170 MHz
STM32G474CC,STM32G474CCUx,Active,2.9,,UFQFPN48,256 kBytes,128 kBytes,42,170 MHz
STM32G474CE,STM32G474CETx,Proposal,3.455,,LQFP48,512 kBytes,128 kBytes,38,170 MHz
STM32G474CE,STM32G474CEUx,Proposal,3.455,,UFQFPN48,512 kBytes,128 kBytes,42,170 MHz
STM32G474MB,STM32G474MBTx,NA,NA,,LQFP80,128 kBytes,128 kBytes,66,170 MHz
STM32G474MC,STM32G474MCTx,NA,NA,,LQFP80,256 kBytes,128 kBytes,66,170 MHz
STM32G474ME,STM32G474METx,NA,NA,,LQFP80,512 kBytes,128 kBytes,66,170 MHz
STM32G474ME,STM32G474MEYx,NA,NA,,WLCSP81,512 kBytes,128 kBytes,67,170 MHz
STM32G474QB,STM32G474QBTx,Active,3.663,,LQFP128,128 kBytes,128 kBytes,107,170 MHz
STM32G474QC,STM32G474QCTx,Active,3.987,,LQFP128,256 kBytes,128 kBytes,107,170 MHz
STM32G474QE,STM32G474QETx,Active,4.543,"STM32G474E-EVAL, STM32G474E-EVAL1",LQFP128,512 kBytes,128 kBytes,107,170 MHz
STM32G474RB,STM32G474RBTx,Active,2.83,,LQFP64,128 kBytes,128 kBytes,52,170 MHz
STM32G474RC,STM32G474RCTx,Active,3.154,,LQFP64,256 kBytes,128 kBytes,52,170 MHz
STM32G474RE,STM32G474RETx,Active,3.71,"B-G474E-DPOW1, NUCLEO-G474RE",LQFP64,512 kBytes,128 kBytes,52,170 MHz
STM32G474VB,STM32G474VBHx,NA,NA,,TFBGA100,128 kBytes,128 kBytes,86,170 MHz
STM32G474VB,STM32G474VBIx,NA,NA,,UFBGA100,128 kBytes,128 kBytes,86,170 MHz
STM32G474VB,STM32G474VBTx,Active,3.2,,LQFP100,128 kBytes,128 kBytes,86,170 MHz
STM32G474VC,STM32G474VCHx,NA,NA,,TFBGA100,256 kBytes,128 kBytes,86,170 MHz
STM32G474VC,STM32G474VCIx,NA,NA,,UFBGA100,256 kBytes,128 kBytes,86,170 MHz
STM32G474VC,STM32G474VCTx,Active,3.524,,LQFP100,256 kBytes,128 kBytes,86,170 MHz
STM32G474VE,STM32G474VEHx,Active,4.08,,TFBGA100,512 kBytes,128 kBytes,86,170 MHz
STM32G474VE,STM32G474VEIx,NA,NA,,UFBGA100,512 kBytes,128 kBytes,86,170 MHz
STM32G474VE,STM32G474VETx,Active,4.08,,LQFP100,512 kBytes,128 kBytes,86,170 MHz
STM32G483CE,STM32G483CETx,Proposal,3.461,,LQFP48,512 kBytes,128 kBytes,38,170 MHz
STM32G483CE,STM32G483CEUx,Proposal,3.461,,UFQFPN48,512 kBytes,128 kBytes,42,170 MHz
STM32G483ME,STM32G483METx,NA,NA,,LQFP80,512 kBytes,128 kBytes,66,170 MHz
STM32G483ME,STM32G483MEYx,NA,NA,,WLCSP81,512 kBytes,128 kBytes,67,170 MHz
STM32G483QE,STM32G483QETx,Active,4.548,,LQFP128,512 kBytes,128 kBytes,107,170 MHz
STM32G483RE,STM32G483RETx,Proposal,3.715,,LQFP64,512 kBytes,128 kBytes,52,170 MHz
STM32G483VE,STM32G483VEHx,NA,NA,,TFBGA100,512 kBytes,128 kBytes,86,170 MHz
STM32G483VE,STM32G483VEIx,NA,NA,,UFBGA100,512 kBytes,128 kBytes,86,170 MHz
STM32G483VE,STM32G483VETx,Proposal,4.085,,LQFP100,512 kBytes,128 kBytes,86,170 MHz
STM32G484CE,STM32G484CETx,Proposal,3.571,,LQFP48,512 kBytes,128 kBytes,38,170 MHz
STM32G484CE,STM32G484CEUx,Proposal,3.571,,UFQFPN48,512 kBytes,128 kBytes,42,170 MHz
STM32G484ME,STM32G484METx,NA,NA,,LQFP80,512 kBytes,128 kBytes,66,170 MHz
STM32G484ME,STM32G484MEYx,NA,NA,,WLCSP81,512 kBytes,128 kBytes,67,170 MHz
STM32G484QE,STM32G484QETx,Proposal,4.658,STM32G484E-EVAL,LQFP128,512 kBytes,128 kBytes,107,170 MHz
STM32G484RE,STM32G484RETx,Proposal,3.825,,LQFP64,512 kBytes,128 kBytes,52,170 MHz
STM32G484VE,STM32G484VEHx,Proposal,4.196,,TFBGA100,512 kBytes,128 kBytes,86,170 MHz
STM32G484VE,STM32G484VEIx,Proposal,4.196,,UFBGA100,512 kBytes,128 kBytes,86,170 MHz
STM32G484VE,STM32G484VETx,Proposal,4.196,,LQFP100,512 kBytes,128 kBytes,86,170 MHz
STM32GBK1CB,STM32GBK1CBTx,NA,NA,,LQFP48,128 kBytes,32 kBytes,42,170 MHz
STM32H742AG,STM32H742AGIx,Active,6.428,,UFBGA169,1024 kBytes,692 kBytes,132,480 MHz
STM32H742AI,STM32H742AIIx,Active,6.854,,UFBGA169,2048 kBytes,692 kBytes,132,480 MHz
STM32H742BG,STM32H742BGTx,Active,7.024,,LQFP208,1024 kBytes,692 kBytes,168,480 MHz
STM32H742BI,STM32H742BITx,Active,7.45,,LQFP208,2048 kBytes,692 kBytes,168,480 MHz
STM32H742IG,STM32H742IGKx,Active,6.854,,UFBGA176,1024 kBytes,692 kBytes,138,480 MHz
STM32H742IG,STM32H742IGTx,NA,NA,,LQFP176,1024 kBytes,692 kBytes,138,480 MHz
STM32H742II,STM32H742IIKx,Active,7.024,,UFBGA176,2048 kBytes,692 kBytes,138,480 MHz
STM32H742II,STM32H742IITx,Active,7.024,,LQFP176,2048 kBytes,692 kBytes,138,480 MHz
STM32H742VG,STM32H742VGHx,Active,5.853,,TFBGA100,1024 kBytes,692 kBytes,82,480 MHz
STM32H742VG,STM32H742VGTx,Active,5.853,,LQFP100,1024 kBytes,692 kBytes,82,480 MHz
STM32H742VI,STM32H742VIHx,Active,6.279,,TFBGA100,2048 kBytes,692 kBytes,82,480 MHz
STM32H742VI,STM32H742VITx,Active,6.279,,LQFP100,2048 kBytes,692 kBytes,82,480 MHz
STM32H742XG,STM32H742XGHx,Active,7.726,,TFBGA240,1024 kBytes,692 kBytes,168,480 MHz
STM32H742XI,STM32H742XIHx,Active,8.152,,TFBGA240,2048 kBytes,692 kBytes,168,480 MHz
STM32H742ZG,STM32H742ZGTx,Active,6.385,,LQFP144,1024 kBytes,692 kBytes,114,480 MHz
STM32H742ZI,STM32H742ZITx,Active,6.811,,LQFP144,2048 kBytes,692 kBytes,114,480 MHz
STM32H743AG,STM32H743AGIx,Active,6.582,,UFBGA169,1024 kBytes,1024 kBytes,132,480 MHz
STM32H743AI,STM32H743AIIx,Active,7.008,,UFBGA169,2048 kBytes,1024 kBytes,132,480 MHz
STM32H743BG,STM32H743BGTx,Active,7.178,,LQFP208,1024 kBytes,1024 kBytes,168,480 MHz
STM32H743BI,STM32H743BITx,Active,7.604,,LQFP208,2048 kBytes,1024 kBytes,168,480 MHz
STM32H743IG,STM32H743IGKx,NA,NA,,UFBGA176,1024 kBytes,1024 kBytes,140,480 MHz
STM32H743IG,STM32H743IGTx,Active,6.752,,LQFP176,1024 kBytes,1024 kBytes,140,480 MHz
STM32H743II,STM32H743IIKx,Active,7.178,,UFBGA176,2048 kBytes,1024 kBytes,140,480 MHz
STM32H743II,STM32H743IITx,Active,7.178,,LQFP176,2048 kBytes,1024 kBytes,140,480 MHz
STM32H743VG,STM32H743VGHx,Active,6.007,,TFBGA100,1024 kBytes,1024 kBytes,82,480 MHz
STM32H743VG,STM32H743VGTx,Active,6.007,,LQFP100,1024 kBytes,1024 kBytes,82,480 MHz
STM32H743VI,STM32H743VIHx,Active,6.433,,TFBGA100,2048 kBytes,1024 kBytes,82,480 MHz
STM32H743VI,STM32H743VITx,Active,6.433,,LQFP100,2048 kBytes,1024 kBytes,82,480 MHz
STM32H743XG,STM32H743XGHx,Active,7.881,,TFBGA240,1024 kBytes,1024 kBytes,168,480 MHz
STM32H743XI,STM32H743XIHx,Active,8.306,"STM32H743I-EVAL, STM32H743I-EVAL2",TFBGA240,2048 kBytes,1024 kBytes,168,480 MHz
STM32H743ZG,STM32H743ZGTx,Active,6.54,,LQFP144,1024 kBytes,1024 kBytes,114,480 MHz
STM32H743ZI,STM32H743ZITx,Active,6.965,"NUCLEO-H743ZI, NUCLEO-H743ZI2",LQFP144,2048 kBytes,1024 kBytes,114,480 MHz
STM32H745BG,STM32H745BGTx,Active,7.896,,LQFP208,1024 kBytes,1024 kBytes,150,480 MHz
STM32H745BI,STM32H745BITx,Active,8.364,,LQFP208,2048 kBytes,1024 kBytes,150,480 MHz
STM32H745IG,STM32H745IGKx,Active,7.428,,UFBGA176,1024 kBytes,1024 kBytes,128,480 MHz
STM32H745IG,STM32H745IGTx,Active,7.428,,LQFP176,1024 kBytes,1024 kBytes,121,480 MHz
STM32H745II,STM32H745IIKx,Active,7.896,,UFBGA176,2048 kBytes,1024 kBytes,128,480 MHz
STM32H745II,STM32H745IITx,Active,7.896,,LQFP176,2048 kBytes,1024 kBytes,121,480 MHz
STM32H745XG,STM32H745XGHx,Active,8.669,,TFBGA240,1024 kBytes,1024 kBytes,168,480 MHz
STM32H745XI,STM32H745XIHx,Active,9.137,STM32H745I-DISCO,TFBGA240,2048 kBytes,1024 kBytes,168,480 MHz
STM32H745ZG,STM32H745ZGTx,Active,7.194,,LQFP144,1024 kBytes,1024 kBytes,99,480 MHz
STM32H745ZI,STM32H745ZITx,Active,7.662,NUCLEO-H745ZI-Q,LQFP144,2048 kBytes,1024 kBytes,99,480 MHz
STM32H747AG,STM32H747AGIx,Active,7.24,,UFBGA169,1024 kBytes,1024 kBytes,114,480 MHz
STM32H747AI,STM32H747AIIx,Active,7.709,,UFBGA169,2048 kBytes,1024 kBytes,114,480 MHz
STM32H747BG,STM32H747BGTx,Active,7.896,,LQFP208,1024 kBytes,1024 kBytes,141,480 MHz
STM32H747BI,STM32H747BITx,Active,8.364,,LQFP208,2048 kBytes,1024 kBytes,141,480 MHz
STM32H747IG,STM32H747IGTx,Active,7.428,,LQFP176,1024 kBytes,1024 kBytes,114,480 MHz
STM32H747II,STM32H747IITx,Active,7.896,,LQFP176,2048 kBytes,1024 kBytes,114,480 MHz
STM32H747XG,STM32H747XGHx,Active,8.669,,TFBGA240,1024 kBytes,1024 kBytes,168,480 MHz
STM32H747XI,STM32H747XIHx,Active,9.137,"STM32H747I-DISCO, STM32H747I-DISC1, STM32H747I-EVAL",TFBGA240,2048 kBytes,1024 kBytes,168,480 MHz
STM32H747ZI,STM32H747ZIYx,Evaluation,NA,,WLCSP156,2048 kBytes,1024 kBytes,101,480 MHz
STM32H750IB,STM32H750IBKx,Active,4.354,,UFBGA176,128 kBytes,1024 kBytes,140,480 MHz
STM32H750IB,STM32H750IBTx,Active,4.354,,LQFP176,128 kBytes,1024 kBytes,138,480 MHz
STM32H750VB,STM32H750VBTx,Active,3.685,,LQFP100,128 kBytes,1024 kBytes,82,480 MHz
STM32H750XB,STM32H750XBHx,Active,4.765,STM32H750B-DK,TFBGA240,128 kBytes,1024 kBytes,168,480 MHz
STM32H750ZB,STM32H750ZBTx,Active,4.422,,LQFP144,128 kBytes,1024 kBytes,114,480 MHz
STM32H753AI,STM32H753AIIx,Active,7.327,,UFBGA169,2048 kBytes,1024 kBytes,132,480 MHz
STM32H753BI,STM32H753BITx,Active,7.923,,LQFP208,2048 kBytes,1024 kBytes,168,480 MHz
STM32H753II,STM32H753IIKx,Active,7.497,,UFBGA176,2048 kBytes,1024 kBytes,140,480 MHz
STM32H753II,STM32H753IITx,Active,7.497,,LQFP176,2048 kBytes,1024 kBytes,140,480 MHz
STM32H753VI,STM32H753VIHx,Active,6.752,,TFBGA100,2048 kBytes,1024 kBytes,82,480 MHz
STM32H753VI,STM32H753VITx,Active,6.752,,LQFP100,2048 kBytes,1024 kBytes,82,480 MHz
STM32H753XI,STM32H753XIHx,Active,8.626,"STM32H753I-EVAL, STM32H753I-EVAL2",TFBGA240,2048 kBytes,1024 kBytes,168,480 MHz
STM32H753ZI,STM32H753ZITx,Active,6.752,NUCLEO-H753ZI,LQFP144,2048 kBytes,1024 kBytes,114,480 MHz
STM32H755BI,STM32H755BITx,Active,8.715,,LQFP208,2048 kBytes,1024 kBytes,150,480 MHz
STM32H755II,STM32H755IIKx,Proposal,8.247,,UFBGA176,2048 kBytes,1024 kBytes,128,480 MHz
STM32H755II,STM32H755IITx,Proposal,8.247,,LQFP176,2048 kBytes,1024 kBytes,121,480 MHz
STM32H755XI,STM32H755XIHx,Active,9.488,,TFBGA240,2048 kBytes,1024 kBytes,168,480 MHz
STM32H755ZI,STM32H755ZITx,Proposal,7.428,NUCLEO-H755ZI-Q,LQFP144,2048 kBytes,1024 kBytes,99,480 MHz
STM32H757AI,STM32H757AIIx,Active,8.06,,UFBGA169,2048 kBytes,1024 kBytes,114,480 MHz
STM32H757BI,STM32H757BITx,Active,8.715,,LQFP208,2048 kBytes,1024 kBytes,141,480 MHz
STM32H757II,STM32H757IITx,Active,8.247,,LQFP176,2048 kBytes,1024 kBytes,114,480 MHz
STM32H757XI,STM32H757XIHx,Active,9.488,STM32H757I-EVAL,TFBGA240,2048 kBytes,1024 kBytes,168,480 MHz
STM32H757ZI,STM32H757ZIYx,Evaluation,NA,,WLCSP156,2048 kBytes,1024 kBytes,101,480 MHz
STM32H7A3AG,STM32H7A3AGIxQ,NA,NA,,UFBGA169,1024 kBytes,1184 kBytes,121,280 MHz
STM32H7A3AI,STM32H7A3AIIxQ,NA,NA,,UFBGA169,2048 kBytes,1184 kBytes,121,280 MHz
STM32H7A3IG,STM32H7A3IGKx,NA,NA,,UFBGA176,1024 kBytes,1184 kBytes,138,280 MHz
STM32H7A3IG,STM32H7A3IGKxQ,NA,NA,,UFBGA176,1024 kBytes,1184 kBytes,128,280 MHz
STM32H7A3IG,STM32H7A3IGTx,NA,NA,,LQFP176,1024 kBytes,1184 kBytes,138,280 MHz
STM32H7A3IG,STM32H7A3IGTxQ,NA,NA,,LQFP176,1024 kBytes,1184 kBytes,119,280 MHz
STM32H7A3II,STM32H7A3IIKx,NA,NA,,UFBGA176,2048 kBytes,1184 kBytes,138,280 MHz
STM32H7A3II,STM32H7A3IIKxQ,NA,NA,,UFBGA176,2048 kBytes,1184 kBytes,128,280 MHz
STM32H7A3II,STM32H7A3IITx,NA,NA,,LQFP176,2048 kBytes,1184 kBytes,138,280 MHz
STM32H7A3II,STM32H7A3IITxQ,NA,NA,,LQFP176,2048 kBytes,1184 kBytes,119,280 MHz
