List of MCUs selection: 1617 items. Database version: Wed Jan 22 05:50:05 PST 2020,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Part No,Reference,Marketing Status,Unit Price for 10kU (US$),Board,Package,Flash,RAM,IO,Freq.
STM32L4A6VG,STM32L4A6VGYx,Active,4.641,,WLCSP100,1024 kBytes,320 kBytes,81,80 MHz
STM32L4A6VG,STM32L4A6VGYxP,Active,4.641,,WLCSP100,1024 kBytes,320 kBytes,80,80 MHz
STM32L4A6ZG,STM32L4A6ZGTx,Active,5.706,,LQFP144,1024 kBytes,320 kBytes,115,80 MHz
STM32L4A6ZG,STM32L4A6ZGTxP,Active,5.706,,LQFP144,1024 kBytes,320 kBytes,113,80 MHz
STM32L4P5AE,STM32L4P5AEIx,NA,NA,,UFBGA169,512 kBytes,320 kBytes,136,120 MHz
STM32L4P5AG,STM32L4P5AGIx,NA,NA,,UFBGA169,1024 kBytes,320 kBytes,136,120 MHz
STM32L4P5AG,STM32L4P5AGIxP,NA,NA,STM32L4P5G-DK,UFBGA169,1024 kBytes,320 kBytes,134,120 MHz
STM32L4P5CE,STM32L4P5CETx,NA,NA,,LQFP48,512 kBytes,320 kBytes,38,120 MHz
STM32L4P5CE,STM32L4P5CEUx,NA,NA,,UFQFPN48,512 kBytes,320 kBytes,38,120 MHz
STM32L4P5CG,STM32L4P5CGTx,NA,NA,,LQFP48,1024 kBytes,320 kBytes,38,120 MHz
STM32L4P5CG,STM32L4P5CGTxP,NA,NA,,LQFP48,1024 kBytes,320 kBytes,36,120 MHz
STM32L4P5CG,STM32L4P5CGUx,NA,NA,,UFQFPN48,1024 kBytes,320 kBytes,38,120 MHz
STM32L4P5CG,STM32L4P5CGUxP,NA,NA,,UFQFPN48,1024 kBytes,320 kBytes,36,120 MHz
STM32L4P5QE,STM32L4P5QEIx,NA,NA,,UFBGA132,512 kBytes,320 kBytes,110,120 MHz
STM32L4P5QG,STM32L4P5QGIx,NA,NA,,UFBGA132,1024 kBytes,320 kBytes,110,120 MHz
STM32L4P5QG,STM32L4P5QGIxP,NA,NA,,UFBGA132,1024 kBytes,320 kBytes,108,120 MHz
STM32L4P5RE,STM32L4P5RETx,NA,NA,,LQFP64,512 kBytes,320 kBytes,52,120 MHz
STM32L4P5RG,STM32L4P5RGTx,NA,NA,,LQFP64,1024 kBytes,320 kBytes,52,120 MHz
STM32L4P5RG,STM32L4P5RGTxP,NA,NA,,LQFP64,1024 kBytes,320 kBytes,50,120 MHz
STM32L4P5VE,STM32L4P5VETx,NA,NA,,LQFP100,512 kBytes,320 kBytes,83,120 MHz
STM32L4P5VE,STM32L4P5VEYx,NA,NA,,WLCSP100,512 kBytes,320 kBytes,81,120 MHz
STM32L4P5VG,STM32L4P5VGTx,NA,NA,,LQFP100,1024 kBytes,320 kBytes,83,120 MHz
STM32L4P5VG,STM32L4P5VGTxP,NA,NA,,LQFP100,1024 kBytes,320 kBytes,81,120 MHz
STM32L4P5VG,STM32L4P5VGYx,NA,NA,,WLCSP100,1024 kBytes,320 kBytes,81,120 MHz
STM32L4P5VG,STM32L4P5VGYxP,NA,NA,,WLCSP100,1024 kBytes,320 kBytes,80,120 MHz
STM32L4P5ZE,STM32L4P5ZETx,NA,NA,,LQFP144,512 kBytes,320 kBytes,115,120 MHz
STM32L4P5ZG,STM32L4P5ZGTx,NA,NA,NUCLEO-L4P5ZG,LQFP144,1024 kBytes,320 kBytes,115,120 MHz
STM32L4P5ZG,STM32L4P5ZGTxP,NA,NA,,LQFP144,1024 kBytes,320 kBytes,113,120 MHz
STM32L4Q5AG,STM32L4Q5AGIx,NA,NA,,UFBGA169,1024 kBytes,320 kBytes,136,120 MHz
STM32L4Q5CG,STM32L4Q5CGTx,NA,NA,,LQFP48,1024 kBytes,320 kBytes,38,120 MHz
STM32L4Q5CG,STM32L4Q5CGUx,NA,NA,,UFQFPN48,1024 kBytes,320 kBytes,38,120 MHz
STM32L4Q5QG,STM32L4Q5QGIx,NA,NA,,UFBGA132,1024 kBytes,320 kBytes,110,120 MHz
STM32L4Q5RG,STM32L4Q5RGTx,NA,NA,,LQFP64,1024 kBytes,320 kBytes,52,120 MHz
STM32L4Q5VG,STM32L4Q5VGTx,NA,NA,,LQFP100,1024 kBytes,320 kBytes,83,120 MHz
STM32L4Q5VG,STM32L4Q5VGYx,NA,NA,,WLCSP100,1024 kBytes,320 kBytes,81,120 MHz
STM32L4Q5ZG,STM32L4Q5ZGTx,NA,NA,,LQFP144,1024 kBytes,320 kBytes,115,120 MHz
STM32L4R5AG,STM32L4R5AGIx,Active,6.101,,UFBGA169,1024 kBytes,640 kBytes,136,120 MHz
STM32L4R5AI,STM32L4R5AIIx,Active,6.952,,UFBGA169,2048 kBytes,640 kBytes,136,120 MHz
STM32L4R5QG,STM32L4R5QGIx,Active,5.888,,UFBGA132,1024 kBytes,640 kBytes,110,120 MHz
STM32L4R5QI,STM32L4R5QIIx,Active,6.74,,UFBGA132,2048 kBytes,640 kBytes,110,120 MHz
STM32L4R5VG,STM32L4R5VGTx,Active,5.675,,LQFP100,1024 kBytes,640 kBytes,83,120 MHz
STM32L4R5VI,STM32L4R5VITx,Active,6.527,,LQFP100,2048 kBytes,640 kBytes,83,120 MHz
STM32L4R5ZG,STM32L4R5ZGTx,Active,5.675,,LQFP144,1024 kBytes,640 kBytes,115,120 MHz
STM32L4R5ZG,STM32L4R5ZGYx,Active,5.675,,WLCSP144,1024 kBytes,640 kBytes,110,120 MHz
STM32L4R5ZI,STM32L4R5ZITx,Active,6.527,NUCLEO-L4R5ZI,LQFP144,2048 kBytes,640 kBytes,115,120 MHz
STM32L4R5ZI,STM32L4R5ZITxP,Active,6.527,NUCLEO-L4R5ZI-P,LQFP144,2048 kBytes,640 kBytes,113,120 MHz
STM32L4R5ZI,STM32L4R5ZIYx,Active,6.527,,WLCSP144,2048 kBytes,640 kBytes,110,120 MHz
STM32L4R7AI,STM32L4R7AIIx,Active,6.846,,UFBGA169,2048 kBytes,640 kBytes,136,120 MHz
STM32L4R7VI,STM32L4R7VITx,Active,6.846,,LQFP100,2048 kBytes,640 kBytes,83,120 MHz
STM32L4R7ZI,STM32L4R7ZITx,Active,7.378,,LQFP144,2048 kBytes,640 kBytes,115,120 MHz
STM32L4R9AG,STM32L4R9AGIx,Active,6.74,,UFBGA169,1024 kBytes,640 kBytes,131,120 MHz
STM32L4R9AI,STM32L4R9AIIx,Active,7.591,"32L4R9IDISCOVERY, STM32L4R9I-EVAL",UFBGA169,2048 kBytes,640 kBytes,131,120 MHz
STM32L4R9VG,STM32L4R9VGTx,Active,6.314,,LQFP100,1024 kBytes,640 kBytes,77,120 MHz
STM32L4R9VI,STM32L4R9VITx,Active,7.165,,LQFP100,2048 kBytes,640 kBytes,77,120 MHz
STM32L4R9ZG,STM32L4R9ZGJx,Active,6.314,,UFBGA144,1024 kBytes,640 kBytes,112,120 MHz
STM32L4R9ZG,STM32L4R9ZGTx,Active,6.314,,LQFP144,1024 kBytes,640 kBytes,110,120 MHz
STM32L4R9ZG,STM32L4R9ZGYx,Active,6.314,,WLCSP144,1024 kBytes,640 kBytes,110,120 MHz
STM32L4R9ZI,STM32L4R9ZIJx,Active,7.165,"STEVAL-MKSBOX1V1, STEVAL-STWINKT1",UFBGA144,2048 kBytes,640 kBytes,112,120 MHz
STM32L4R9ZI,STM32L4R9ZITx,Active,7.165,,LQFP144,2048 kBytes,640 kBytes,110,120 MHz
STM32L4R9ZI,STM32L4R9ZIYx,Active,7.165,,WLCSP144,2048 kBytes,640 kBytes,110,120 MHz
STM32L4S5AI,STM32L4S5AIIx,Active,7.059,,UFBGA169,2048 kBytes,640 kBytes,136,120 MHz
STM32L4S5QI,STM32L4S5QIIx,Active,6.846,,UFBGA132,2048 kBytes,640 kBytes,110,120 MHz
STM32L4S5VI,STM32L4S5VITx,Active,6.633,,LQFP100,2048 kBytes,640 kBytes,83,120 MHz
STM32L4S5ZI,STM32L4S5ZITx,Active,6.633,,LQFP144,2048 kBytes,640 kBytes,115,120 MHz
STM32L4S5ZI,STM32L4S5ZIYx,Active,6.633,,WLCSP144,2048 kBytes,640 kBytes,110,120 MHz
STM32L4S7AI,STM32L4S7AIIx,Active,7.378,,UFBGA169,2048 kBytes,640 kBytes,136,120 MHz
STM32L4S7VI,STM32L4S7VITx,Active,6.952,,LQFP100,2048 kBytes,640 kBytes,83,120 MHz
STM32L4S7ZI,STM32L4S7ZITx,Active,7.485,,LQFP144,2048 kBytes,640 kBytes,115,120 MHz
STM32L4S9AI,STM32L4S9AIIx,Active,7.697,,UFBGA169,2048 kBytes,640 kBytes,131,120 MHz
STM32L4S9VI,STM32L4S9VITx,Active,7.272,,LQFP100,2048 kBytes,640 kBytes,77,120 MHz
STM32L4S9ZI,STM32L4S9ZIJx,Active,7.272,,UFBGA144,2048 kBytes,640 kBytes,112,120 MHz
STM32L4S9ZI,STM32L4S9ZITx,Active,7.272,,LQFP144,2048 kBytes,640 kBytes,110,120 MHz
STM32L4S9ZI,STM32L4S9ZIYx,Active,7.272,,WLCSP144,2048 kBytes,640 kBytes,110,120 MHz
STM32L552CC,STM32L552CCTx,Active,2.714,,LQFP48,256 kBytes,256 kBytes,38,110 MHz
STM32L552CC,STM32L552CCUx,Active,2.714,,UFQFPN48,256 kBytes,256 kBytes,38,110 MHz
STM32L552CE,STM32L552CETx,Active,3.225,,LQFP48,512 kBytes,256 kBytes,38,110 MHz
STM32L552CE,STM32L552CETxP,Active,3.225,,LQFP48,512 kBytes,256 kBytes,36,110 MHz
STM32L552CE,STM32L552CEUx,Active,3.225,,UFQFPN48,512 kBytes,256 kBytes,38,110 MHz
STM32L552CE,STM32L552CEUxP,Active,3.225,,UFQFPN48,512 kBytes,256 kBytes,36,110 MHz
STM32L552ME,STM32L552MEYx,Active,3.246,,WLCSP81,512 kBytes,256 kBytes,54,110 MHz
STM32L552ME,STM32L552MEYxP,Active,3.246,,WLCSP81,512 kBytes,256 kBytes,61,110 MHz
STM32L552ME,STM32L552MEYxQ,Active,3.246,,WLCSP81,512 kBytes,256 kBytes,58,110 MHz
STM32L552QC,STM32L552QCIx,Active,3.48,,UFBGA132,256 kBytes,256 kBytes,106,110 MHz
STM32L552QC,STM32L552QCIxQ,Active,3.48,,UFBGA132,256 kBytes,256 kBytes,106,110 MHz
STM32L552QE,STM32L552QEIx,Active,3.991,,UFBGA132,512 kBytes,256 kBytes,110,110 MHz
STM32L552QE,STM32L552QEIxP,Active,3.991,,UFBGA132,512 kBytes,256 kBytes,108,110 MHz
STM32L552QE,STM32L552QEIxQ,Active,3.991,,UFBGA132,512 kBytes,256 kBytes,106,110 MHz
STM32L552RC,STM32L552RCTx,Active,2.948,,LQFP64,256 kBytes,256 kBytes,52,110 MHz
STM32L552RE,STM32L552RETx,Evaluation,3.459,,LQFP64,512 kBytes,256 kBytes,52,110 MHz
STM32L552RE,STM32L552RETxP,Evaluation,3.459,,LQFP64,512 kBytes,256 kBytes,50,110 MHz
STM32L552RE,STM32L552RETxQ,Evaluation,3.459,,LQFP64,512 kBytes,256 kBytes,47,110 MHz
STM32L552VC,STM32L552VCTx,Active,3.268,,LQFP100,256 kBytes,256 kBytes,79,110 MHz
STM32L552VC,STM32L552VCTxQ,Active,3.268,,LQFP100,256 kBytes,256 kBytes,79,110 MHz
STM32L552VE,STM32L552VETx,Active,3.778,,LQFP100,512 kBytes,256 kBytes,83,110 MHz
STM32L552VE,STM32L552VETxQ,Active,3.778,,LQFP100,512 kBytes,256 kBytes,79,110 MHz
STM32L552ZC,STM32L552ZCTxQ,Active,3.48,,LQFP144,256 kBytes,256 kBytes,111,110 MHz
STM32L552ZE,STM32L552ZETx,Active,3.991,,LQFP144,512 kBytes,256 kBytes,115,110 MHz
STM32L552ZE,STM32L552ZETxQ,Active,3.991,"STM32L552E-EV, NUCLEO-L552ZE-Q",LQFP144,512 kBytes,256 kBytes,111,110 MHz
STM32L562CE,STM32L562CETx,Active,3.331,,LQFP48,512 kBytes,256 kBytes,38,110 MHz
STM32L562CE,STM32L562CETxP,Active,3.331,,LQFP48,512 kBytes,256 kBytes,36,110 MHz
STM32L562CE,STM32L562CEUx,Active,3.331,,UFQFPN48,512 kBytes,256 kBytes,38,110 MHz
STM32L562CE,STM32L562CEUxP,Active,3.331,,UFQFPN48,512 kBytes,256 kBytes,36,110 MHz
STM32L562ME,STM32L562MEYx,Active,3.353,,WLCSP81,512 kBytes,256 kBytes,54,110 MHz
STM32L562ME,STM32L562MEYxP,Active,3.353,,WLCSP81,512 kBytes,256 kBytes,61,110 MHz
STM32L562ME,STM32L562MEYxQ,Active,3.353,,WLCSP81,512 kBytes,256 kBytes,58,110 MHz
STM32L562QE,STM32L562QEIx,Active,4.098,,UFBGA132,512 kBytes,256 kBytes,109,110 MHz
STM32L562QE,STM32L562QEIxP,Active,4.098,,UFBGA132,512 kBytes,256 kBytes,108,110 MHz
STM32L562QE,STM32L562QEIxQ,Active,4.098,STM32L562E-DK,UFBGA132,512 kBytes,256 kBytes,106,110 MHz
STM32L562RE,STM32L562RETx,Active,3.566,,LQFP64,512 kBytes,256 kBytes,52,110 MHz
STM32L562RE,STM32L562RETxP,Active,3.566,,LQFP64,512 kBytes,256 kBytes,50,110 MHz
STM32L562VE,STM32L562VETx,Active,3.885,,LQFP100,512 kBytes,256 kBytes,83,110 MHz
STM32L562VE,STM32L562VETxQ,Active,3.885,,LQFP100,512 kBytes,256 kBytes,79,110 MHz
STM32L562ZE,STM32L562ZETx,Active,4.098,,LQFP144,512 kBytes,256 kBytes,115,110 MHz
STM32L562ZE,STM32L562ZETxQ,Active,4.098,,LQFP144,512 kBytes,256 kBytes,111,110 MHz
STM32MP151A,STM32MP151AAAx,Active,4.432,,LFBGA448,0 kBytes,448 kBytes,176,650 MHz
STM32MP151A,STM32MP151AABx,Active,4.432,,LFBGA354,0 kBytes,448 kBytes,98,650 MHz
STM32MP151A,STM32MP151AACx,Active,4.432,,TFBGA361,0 kBytes,448 kBytes,148,650 MHz
STM32MP151A,STM32MP151AADx,Active,4.432,,TFBGA257,0 kBytes,448 kBytes,98,650 MHz
STM32MP151C,STM32MP151CAAx,Active,4.912,,LFBGA448,0 kBytes,448 kBytes,176,650 MHz
STM32MP151C,STM32MP151CABx,Active,4.912,,LFBGA354,0 kBytes,448 kBytes,98,650 MHz
STM32MP151C,STM32MP151CACx,Active,4.912,,TFBGA361,0 kBytes,448 kBytes,148,650 MHz
STM32MP151C,STM32MP151CADx,Active,4.912,,TFBGA257,0 kBytes,448 kBytes,98,650 MHz
STM32MP153A,STM32MP153AAAx,Active,7.04,,LFBGA448,0 kBytes,448 kBytes,176,650 MHz
STM32MP153A,STM32MP153AABx,Active,7.04,,LFBGA354,0 kBytes,448 kBytes,98,650 MHz
STM32MP153A,STM32MP153AACx,Active,7.04,,TFBGA361,0 kBytes,448 kBytes,148,650 MHz
STM32MP153A,STM32MP153AADx,Active,7.04,,TFBGA257,0 kBytes,448 kBytes,98,650 MHz
STM32MP153C,STM32MP153CAAx,Active,7.64,,LFBGA448,0 kBytes,448 kBytes,176,650 MHz
STM32MP153C,STM32MP153CABx,Active,7.64,,LFBGA354,0 kBytes,448 kBytes,98,650 MHz
STM32MP153C,STM32MP153CACx,Active,7.64,,TFBGA361,0 kBytes,448 kBytes,148,650 MHz
STM32MP153C,STM32MP153CADx,Active,7.64,,TFBGA257,0 kBytes,448 kBytes,98,650 MHz
STM32MP157A,STM32MP157AAAx,Active,8.44,STM32MP157A-EV1,LFBGA448,0 kBytes,448 kBytes,176,650 MHz
STM32MP157A,STM32MP157AABx,Active,8.44,,LFBGA354,0 kBytes,448 kBytes,98,650 MHz
STM32MP157A,STM32MP157AACx,Active,8.44,STM32MP157A-DK1,TFBGA361,0 kBytes,448 kBytes,148,650 MHz
STM32MP157A,STM32MP157AADx,Active,8.44,,TFBGA257,0 kBytes,448 kBytes,98,650 MHz
STM32MP157C,STM32MP157CAAx,Active,9.04,STM32MP157C-EV1,LFBGA448,0 kBytes,448 kBytes,176,650 MHz
STM32MP157C,STM32MP157CABx,Active,9.04,,LFBGA354,0 kBytes,448 kBytes,98,650 MHz
STM32MP157C,STM32MP157CACx,Active,9.04,STM32MP157C-DK2,TFBGA361,0 kBytes,448 kBytes,148,650 MHz
STM32MP157C,STM32MP157CADx,Active,9.04,,TFBGA257,0 kBytes,448 kBytes,98,650 MHz
STM32WB50CG,STM32WB50CGUx,NA,NA,,UFQFPN48,1024 kBytes,128 kBytes,30,64 MHz
STM32WB55CC,STM32WB55CCUx,Active,3.263,,UFQFPN48,256 kBytes,128 kBytes,30,64 MHz
STM32WB55CE,STM32WB55CEUx,Active,3.61,,UFQFPN48,512 kBytes,256 kBytes,30,64 MHz
STM32WB55CG,STM32WB55CGUx,Active,4.304,P-NUCLEO-WB55-USBDongle,UFQFPN48,1024 kBytes,256 kBytes,30,64 MHz
STM32WB55RC,STM32WB55RCVx,Active,3.448,,VFQFPN68,256 kBytes,128 kBytes,49,64 MHz
STM32WB55RE,STM32WB55REVx,Active,3.795,,VFQFPN68,512 kBytes,256 kBytes,49,64 MHz
STM32WB55RG,STM32WB55RGVx,Active,4.489,P-NUCLEO-WB55-Nucleo,VFQFPN68,1024 kBytes,256 kBytes,49,64 MHz
STM32WB55VC,STM32WB55VCQx,Active,3.818,,UFBGA129,256 kBytes,128 kBytes,72,64 MHz
STM32WB55VC,STM32WB55VCYx,Active,3.818,,WLCSP100,256 kBytes,128 kBytes,72,64 MHz
STM32WB55VE,STM32WB55VEQx,Active,4.165,,UFBGA129,512 kBytes,256 kBytes,72,64 MHz
STM32WB55VE,STM32WB55VEYx,Active,4.165,,WLCSP100,512 kBytes,256 kBytes,72,64 MHz
STM32WB55VG,STM32WB55VGQx,Active,4.86,,UFBGA129,1024 kBytes,256 kBytes,72,64 MHz
STM32WB55VG,STM32WB55VGYx,Active,4.86,,WLCSP100,1024 kBytes,256 kBytes,72,64 MHz
STM32WLE5J8,STM32WLE5J8Ix,Active,2.942,,UFBGA0,64 kBytes,20 kBytes,43,48 MHz
STM32WLE5JB,STM32WLE5JBIx,Active,3.128,,UFBGA0,128 kBytes,48 kBytes,43,48 MHz
STM32WLE5JC,STM32WLE5JCIx,Active,3.457,,UFBGA0,256 kBytes,64 kBytes,43,48 MHz
